Word Pair,MI,Mean CosSim,MSE
Alarm-Again,0.0,0.00039999998989515007,1.5956862625898793e-05
Alarm-Agent,0.0,0.002400000113993883,1.667178366915323e-05
Alarm-Agree,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Alarm,3.344044184306288,0.00039999998989515007,0.0
Alarm-Album,3.344044184306288,0.00039999998989515007,0.0
Alarm-Alive,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Allay,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Alleg,0.0,-0.0031999999191612005,1.5681835066061467e-05
Alarm-Aloft,0.0,0.002400000113993883,1.667178366915323e-05
Alarm-Alone,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Along,0.0,-0.0031999999191612005,1.5681835066061467e-05
Alarm-Amaze,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Ample,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Angel,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Alarm-Angry,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Ankle,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-April,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Alarm-Arena,0.0,0.00039999998989515007,1.8006496247835457e-05
Alarm-Arise,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Armor,0.092944838507242,-0.00039999998989515007,1.425652953912504e-05
Alarm-Aside,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Asset,0.0,0.002400000113993883,1.667178366915323e-05
Alarm-Avoid,0.045201805414167406,-0.004000000189989805,1.6398125808336772e-05
Alarm-Bacon,0.0,0.00039999998989515007,1.5956862625898793e-05
Alarm-Badge,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Bagel,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Alarm-Baker,0.0,0.0,1.312872609560145e-05
Alarm-Balmy,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Bandy,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Barer,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Basil,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Alarm-Batch,0.0300423075271965,0.0,1.2687253729382064e-05
Alarm-Bathe,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Beach,0.0300423075271965,0.0,1.2687253729382064e-05
Alarm-Beady,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Beaky,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Beamy,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Beard,0.045201805414167406,-0.004000000189989805,1.6398125808336772e-05
Alarm-Beige,0.0,-0.0031999999191612005,1.5681835066061467e-05
Alarm-Bella,0.0,0.00039999998989515007,1.8006496247835457e-05
Alarm-Belly,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Belon,0.0,0.00039999998989515007,1.5956862625898793e-05
Alarm-Berry,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Beryl,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Alarm-Beset,0.0,0.002400000113993883,1.667178366915323e-05
Alarm-Betsy,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Betta,0.0,0.00039999998989515007,1.8006496247835457e-05
Alarm-Betty,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Biddy,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Bidet,0.0,0.002400000113993883,1.667178366915323e-05
Alarm-Bigot,0.0,0.002400000113993883,1.667178366915323e-05
Alarm-Billy,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Binge,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-Birch,0.0300423075271965,0.0,1.2687253729382064e-05
Alarm-Birth,0.0300423075271965,0.0,1.2687253729382064e-05
Alarm-Bitty,0.0,0.0007999999797903001,1.482659990870161e-05
Alarm-Black,0.0,0.0015999999595806003,2.0580839191097766e-05
Alarm-Blade,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Above,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-After,0.0,0.0,1.312872609560145e-05
Album-Again,0.0,0.00039999998989515007,1.5956862625898793e-05
